Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Sales Rep,Location ID,Product ID,Quantity,Discount,Sales,Profit
US-2021-000018,2021-03-08,2021-03-15,Second Class,CU-55533,Organic,"37780,Dallas",TEC-AC-3041247,7,0.08,1273.56,58.51
US-2021-000019,2021-06-28,2021-06-29,Standard Class,CU-80773,Organic,"59206,Houston",OFF-PA-7538149,5,0.23,1572.7,107.86
US-2021-000020,2022-07-31,2022-08-04,First Class,CU-38750,Organic,"13833,Los Angeles",FUR-FU-5434001,2,0.31,1445.49,247.69
US-2021-000021,2021-06-09,2021-06-16,Same Day,CU-12933,Organic,"51951,New York",OFF-ST-4176447,3,0.07,1466.06,392.59
US-2021-000022,2023-12-16,2023-12-17,Same Day,CU-87977,Organic,"45079,San Diego",OFF-ST-8216375,7,0.21,120.89,335.14
US-2021-000023,2023-06-18,2023-06-23,Second Class,CU-93204,Organic,"68602,Los Angeles",OFF-FA-7523115,2,0.37,49.8,36.77
US-2021-000024,2022-02-24,2022-02-27,First Class,CU-35492,Organic,"67542,San Jose",TEC-AC-7447739,5,0.07,1299.88,189.88
US-2021-000025,2022-08-05,2022-08-09,Same Day,CU-60553,Organic,"32553,Houston",FUR-CH-3296915,4,0.39,1504.5,231.98
US-2021-000026,2023-09-15,2023-09-17,Second Class,CU-55476,Organic,"38012,Los Angeles",TEC-AC-9892003,10,0.29,1895.58,380.46
US-2021-000027,2022-12-19,2022-12-26,Second Class,CU-77783,Organic,"29969,San Jose",FUR-BO-8633067,2,0.01,603.13,416.75
US-2021-000028,2022-06-03,2022-06-09,Standard Class,CU-55463,Organic,"93373,Houston",TEC-AC-7952084,7,0.04,580.83,238.92
US-2021-000029,2022-08-25,2022-08-28,Same Day,CU-96511,Organic,"35029,Philadelphia",FUR-TA-1784643,1,0.4,1628.42,-39.02
US-2021-000030,2023-07-23,2023-07-26,Second Class,CU-32047,Organic,"81878,San Diego",TEC-PH-9688232,10,0.45,822.44,468.97
US-2021-000031,2021-03-17,2021-03-23,Same Day,CU-36438,Organic,"11308,Houston",FUR-CH-9432034,1,0.27,1193.21,350.92
US-2021-000032,2021-11-01,2021-11-04,Second Class,CU-81802,Organic,"45962,San Diego",OFF-PA-3868681,6,0.05,1645.89,317.46
US-2021-000033,2023-05-29,2023-05-31,First Class,CU-32848,Organic,"51187,San Jose",TEC-MA-4026170,7,0.25,1800.5,32.15
US-2021-000034,2021-11-17,2021-11-23,Standard Class,CU-80891,Organic,"38371,Chicago",FUR-BO-6175335,4,0.44,1877.13,470.38
US-2021-000035,2023-01-09,2023-01-10,First Class,CU-13464,Organic,"87141,Phoenix",TEC-AC-4536216,7,0.34,694.93,113.23
US-2021-000036,2022-05-05,2022-05-10,Standard Class,CU-59349,Organic,"72595,Philadelphia",OFF-BI-2888103,7,0.15,178.46,414.12
US-2021-000037,2023-06-22,2023-06-28,Same Day,CU-86760,Organic,"35571,Phoenix",OFF-ST-6458357,9,0.42,829.6,398.9
US-2021-000038,2022-07-22,2022-07-23,First Class,CU-66722,Organic,"83968,New York",OFF-PA-5516303,9,0.21,939.25,84.91
US-2021-000039,2023-07-06,2023-07-07,First Class,CU-17710,Organic,"28547,Philadelphia",FUR-FU-9870468,4,0.39,472.65,465.12
US-2021-000040,2021-12-02,2021-12-09,First Class,CU-91470,Organic,"22830,Philadelphia",OFF-PA-3052870,6,0.11,1490.45,-60.89
US-2021-000041,2021-12-25,2021-12-26,First Class,CU-99864,Organic,"49541,New York",TEC-MA-3577712,8,0.48,1427.68,-47.09
US-2021-000042,2021-07-12,2021-07-19,Same Day,CU-40228,Organic,"79711,Chicago",TEC-AC-6208332,9,0.45,1669.97,92.83
US-2021-000043,2021-03-19,2021-03-25,Standard Class,CU-23311,Organic,"90164,Philadelphia",TEC-CO-4674735,4,0.41,501.95,-47.6
US-2021-000044,2023-03-12,2023-03-16,Standard Class,CU-79756,Organic,"12991,Houston",TEC-AC-8915244,2,0.06,857.63,325.0
US-2021-000045,2021-10-25,2021-10-30,Same Day,CU-91426,Organic,"60138,Dallas",FUR-FU-4681266,7,0.03,1386.51,308.15
US-2021-000046,2021-08-07,2021-08-10,First Class,CU-57144,Organic,"72671,Philadelphia",TEC-CO-1140940,1,0.28,881.48,403.4
US-2021-000047,2023-10-31,2023-11-04,Standard Class,CU-81093,Organic,"38554,Philadelphia",FUR-CH-5721848,4,0.07,1302.65,342.09
US-2021-000048,2021-12-06,2021-12-09,First Class,CU-77470,Organic,"76474,Dallas",OFF-BI-9689544,6,0.02,234.89,242.48
US-2021-000049,2022-01-05,2022-01-08,Standard Class,CU-11207,Organic,"79469,Phoenix",TEC-PH-7081260,1,0.04,1559.86,443.87
US-2021-000050,2023-11-25,2023-11-29,Standard Class,CU-38290,Organic,"50322,Los Angeles",FUR-BO-4204755,3,0.23,83.43,205.96
US-2021-000051,2022-12-09,2022-12-10,First Class,CU-36527,Organic,"95806,San Antonio",OFF-AR-9976645,10,0.01,1272.27,312.87
US-2021-000052,2023-02-11,2023-02-18,Second Class,CU-85429,Organic,"57384,San Antonio",TEC-PH-6048316,5,0.39,1408.6,-9.16
US-2021-000053,2022-05-17,2022-05-22,Same Day,CU-71363,Organic,"58390,New York",TEC-PH-5995175,1,0.36,75.59,-16.47
US-2021-000054,2021-06-02,2021-06-08,Same Day,CU-48415,Organic,"22495,Philadelphia",FUR-FU-6785326,10,0.36,414.42,55.3
US-2021-000055,2023-03-07,2023-03-12,Same Day,CU-24798,Organic,"67771,Houston",FUR-BO-6023955,9,0.39,1847.07,-19.43
US-2021-000056,2021-03-25,2021-03-26,First Class,CU-77170,Organic,"35136,San Diego",TEC-CO-4785946,4,0.11,1187.12,306.08
US-2021-000057,2023-11-17,2023-11-19,Second Class,CU-45693,Organic,"50502,Phoenix",OFF-ST-5635731,5,0.5,354.68,473.0
US-2021-000058,2021-07-30,2021-08-05,Same Day,CU-49985,Organic,"89044,Dallas",FUR-BO-7342636,2,0.15,1857.81,311.15
US-2021-000059,2023-03-07,2023-03-12,Second Class,CU-92631,Organic,"63430,Dallas",FUR-FU-9485775,8,0.29,1695.34,-45.55
US-2021-000060,2022-09-19,2022-09-25,First Class,CU-14648,Organic,"49131,New York",OFF-SU-6647812,8,0.16,1330.18,234.71
US-2021-000061,2021-07-25,2021-07-26,Standard Class,CU-55432,Organic,"12382,San Antonio",TEC-CO-7921025,5,0.21,1475.46,-8.38
US-2021-000062,2023-01-10,2023-01-15,Second Class,CU-73234,Organic,"90061,New York",TEC-CO-7994104,5,0.23,795.89,71.96
US-2021-000063,2021-08-04,2021-08-05,Same Day,CU-99221,Organic,"30857,San Jose",OFF-FA-3398082,6,0.22,1178.06,209.12
US-2021-000064,2021-05-17,2021-05-22,Same Day,CU-42890,Organic,"59388,Philadelphia",OFF-FA-3571181,5,0.06,1809.45,125.0
US-2021-000065,2023-02-01,2023-02-08,Standard Class,CU-62938,Organic,"39496,San Jose",FUR-FU-9813809,2,0.15,1138.65,-43.96
US-2021-000066,2022-05-28,2022-06-03,First Class,CU-51763,Organic,"47644,Los Angeles",TEC-PH-5951920,5,0.37,1722.49,22.94
US-2021-000067,2022-08-07,2022-08-12,Second Class,CU-62206,Organic,"68448,San Diego",FUR-TA-3318164,3,0.38,268.31,-38.27
US-2021-000068,2023-06-02,2023-06-08,Same Day,CU-51261,Organic,"96185,Philadelphia",FUR-BO-4948654,9,0.36,1721.13,212.44
US-2021-000069,2021-05-21,2021-05-23,Second Class,CU-43678,Organic,"50825,Los Angeles",TEC-PH-6210247,5,0.24,1557.19,361.79
US-2021-000070,2023-08-13,2023-08-19,Same Day,CU-24819,Organic,"30349,San Antonio",TEC-CO-5880082,10,0.16,994.3,467.72
US-2021-000071,2021-10-26,2021-10-27,Second Class,CU-97909,Organic,"20758,New York",FUR-CH-6779825,1,0.29,847.81,-91.39
US-2021-000072,2021-02-06,2021-02-12,Standard Class,CU-37086,Organic,"44137,Los Angeles",TEC-AC-2380967,3,0.02,759.46,436.94
US-2021-000073,2022-10-08,2022-10-11,Same Day,CU-60197,Organic,"96143,San Jose",OFF-PA-1445965,9,0.18,880.86,133.11
US-2021-000074,2022-10-21,2022-10-27,Standard Class,CU-32546,Organic,"34593,Los Angeles",OFF-AR-3427932,2,0.34,80.69,162.26
US-2021-000075,2021-12-15,2021-12-16,First Class,CU-60827,Organic,"66213,Phoenix",OFF-AR-8494450,1,0.26,1927.49,74.04
US-2021-000076,2022-01-30,2022-02-06,Same Day,CU-76790,Organic,"51434,San Antonio",TEC-PH-9482293,4,0.28,1196.08,458.12
US-2021-000077,2023-01-02,2023-01-08,Same Day,CU-99815,Organic,"34836,New York",TEC-PH-2308918,2,0.15,1502.32,-9.13
US-2021-000078,2023-12-26,2023-12-29,First Class,CU-73363,Organic,"92447,San Jose",TEC-CO-3625787,3,0.39,53.25,177.6
US-2021-000079,2021-03-11,2021-03-13,Standard Class,CU-26735,Organic,"65087,San Jose",FUR-BO-6375643,10,0.21,1171.97,-18.46
US-2021-000080,2022-10-16,2022-10-23,Standard Class,CU-89727,Organic,"56656,New York",TEC-AC-9813078,2,0.38,1056.61,301.27
US-2021-000081,2022-11-01,2022-11-06,First Class,CU-44703,Organic,"27497,San Jose",TEC-CO-1029564,8,0.22,98.9,-93.1
US-2021-000082,2023-01-29,2023-01-30,First Class,CU-22509,Organic,"55017,San Diego",TEC-CO-9335618,5,0.09,79.33,-72.23
US-2021-000083,2023-04-17,2023-04-21,Second Class,CU-10841,Organic,"40554,Phoenix",FUR-TA-7783641,10,0.48,212.02,148.7
US-2021-000084,2021-11-15,2021-11-16,Second Class,CU-16580,Organic,"35371,New York",TEC-CO-6178312,5,0.06,908.77,-91.61
US-2021-000085,2022-09-06,2022-09-08,Second Class,CU-49903,Organic,"73090,Chicago",TEC-AC-2195242,5,0.18,1097.69,473.89
US-2021-000086,2022-08-11,2022-08-17,Second Class,CU-51967,Organic,"66459,San Antonio",TEC-CO-7026771,1,0.09,291.3,38.6
US-2021-000087,2022-09-28,2022-09-30,Second Class,CU-53899,Organic,"37811,San Antonio",OFF-AR-6295730,2,0.32,1981.57,-14.8
US-2021-000088,2021-06-10,2021-06-11,First Class,CU-33446,Organic,"12124,Chicago",TEC-MA-4174274,3,0.5,879.25,382.4
US-2021-000089,2023-11-10,2023-11-16,First Class,CU-34863,Organic,"48052,San Jose",TEC-CO-4548325,8,0.31,1586.71,147.5
US-2021-000090,2021-07-22,2021-07-27,Same Day,CU-77223,Organic,"47503,Dallas",FUR-TA-1064642,4,0.2,1472.66,72.23
US-2021-000091,2021-05-01,2021-05-07,First Class,CU-13681,Organic,"32323,Phoenix",OFF-BI-5713099,7,0.49,612.79,163.67
US-2021-000092,2021-06-12,2021-06-17,Same Day,CU-44004,Organic,"49472,Chicago",TEC-MA-1312076,10,0.4,768.62,327.06
US-2021-000093,2021-02-10,2021-02-16,First Class,CU-65714,Organic,"91765,New York",FUR-CH-6849423,3,0.18,40.62,471.79
US-2021-000094,2023-12-13,2023-12-18,Same Day,CU-62131,Organic,"12008,Chicago",TEC-MA-5305997,9,0.0,202.34,-83.02
US-2021-000095,2023-08-07,2023-08-08,Standard Class,CU-28683,Organic,"39551,Chicago",OFF-SU-3140335,5,0.39,131.28,105.68
US-2021-000096,2021-10-24,2021-10-29,First Class,CU-10828,Organic,"22259,San Diego",OFF-BI-2209097,2,0.19,1248.14,92.96
US-2021-000097,2022-09-06,2022-09-09,Standard Class,CU-29914,Organic,"72506,San Diego",FUR-CH-5309337,6,0.43,1774.87,331.92
US-2021-000098,2023-03-18,2023-03-21,Second Class,CU-73087,Organic,"72384,New York",FUR-BO-6788653,8,0.49,1926.27,426.89
US-2021-000099,2021-09-05,2021-09-07,Same Day,CU-59391,Organic,"10744,Los Angeles",OFF-FA-8679371,10,0.31,229.17,219.54
US-2021-000100,2021-11-14,2021-11-17,First Class,CU-99254,Organic,"74742,San Diego",OFF-BI-6435269,1,0.42,902.26,253.51
US-2021-000101,2022-09-29,2022-10-01,Second Class,CU-25845,Organic,"65505,Phoenix",OFF-ST-6674836,6,0.45,1722.45,-36.36
US-2021-000102,2023-07-07,2023-07-13,Second Class,CU-73682,Organic,"91001,Houston",TEC-PH-2358715,6,0.43,1263.84,259.76
US-2021-000103,2022-07-18,2022-07-22,Second Class,CU-11645,Organic,"32463,Phoenix",TEC-MA-3758426,2,0.25,1710.73,477.62
US-2021-000104,2021-05-01,2021-05-06,Standard Class,CU-96069,Organic,"80893,Chicago",TEC-MA-7463821,7,0.1,1198.84,-79.82
US-2021-000105,2021-10-25,2021-11-01,Same Day,CU-14192,Organic,"97782,San Jose",TEC-AC-5051779,10,0.49,197.45,185.76
US-2021-000106,2022-12-20,2022-12-24,Same Day,CU-55205,Organic,"12674,New York",OFF-SU-3718919,1,0.35,1721.61,388.94
US-2021-000107,2023-11-22,2023-11-28,Second Class,CU-75670,Organic,"99810,San Jose",FUR-FU-9675493,9,0.4,1627.73,29.39
US-2021-000108,2021-08-20,2021-08-24,Standard Class,CU-68907,Organic,"19134,Dallas",OFF-FA-7901491,9,0.33,1545.67,397.64
US-2021-000109,2022-10-13,2022-10-17,First Class,CU-98582,Organic,"89477,New York",FUR-BO-5009426,7,0.38,1258.89,6.01
US-2021-000110,2021-08-23,2021-08-29,Second Class,CU-52798,Organic,"65857,San Jose",TEC-AC-5547347,2,0.5,571.48,152.71
US-2021-000111,2021-10-18,2021-10-20,First Class,CU-68370,Organic,"44089,San Jose",TEC-CO-2050798,4,0.08,1549.37,261.63
US-2021-000112,2022-04-09,2022-04-16,Same Day,CU-54362,Organic,"32452,San Diego",FUR-TA-4555108,5,0.01,242.76,381.55
US-2021-000113,2021-06-02,2021-06-04,Standard Class,CU-39878,Organic,"76695,New York",FUR-FU-4489160,7,0.02,469.78,442.24
US-2021-000114,2021-10-20,2021-10-22,First Class,CU-77527,Organic,"15645,San Jose",TEC-PH-7651748,9,0.35,1710.08,458.52
US-2021-000115,2021-12-11,2021-12-18,Same Day,CU-72527,Organic,"49637,Dallas",TEC-PH-9067063,9,0.09,1334.51,-94.84
US-2021-000116,2022-08-19,2022-08-26,Standard Class,CU-71354,Organic,"52864,Los Angeles",OFF-AR-7849992,1,0.15,1301.86,282.59
US-2021-000117,2021-06-22,2021-06-23,First Class,CU-91784,Organic,"35953,Phoenix",OFF-FA-5215068,1,0.04,183.83,365.88
US-2021-000118,2023-11-17,2023-11-20,Second Class,CU-93250,Organic,"89188,Los Angeles",OFF-SU-9243874,6,0.25,727.42,175.01
US-2021-000119,2021-12-19,2021-12-21,Standard Class,CU-79028,Organic,"83684,Houston",FUR-FU-6239428,3,0.45,1853.06,380.52
US-2021-000120,2022-07-29,2022-08-01,First Class,CU-53529,Organic,"38391,San Diego",FUR-TA-9643889,2,0.49,1357.23,-61.55
US-2021-000121,2021-12-24,2021-12-25,Second Class,CU-84773,Organic,"53710,Phoenix",TEC-CO-8703336,5,0.02,460.65,-7.19
US-2021-000122,2023-08-29,2023-09-02,Second Class,CU-23618,Organic,"25921,Los Angeles",TEC-AC-7031999,10,0.02,1610.76,222.36
US-2021-000123,2021-10-05,2021-10-06,Standard Class,CU-78442,Organic,"42035,San Diego",FUR-TA-3400630,10,0.07,246.47,187.15
US-2021-000124,2023-10-21,2023-10-25,Same Day,CU-74987,Organic,"16371,Houston",OFF-AR-6887558,4,0.09,1636.66,302.59
US-2021-000125,2023-10-23,2023-10-24,Second Class,CU-47608,Organic,"70075,San Jose",FUR-FU-3188089,3,0.31,332.99,114.98
US-2021-000126,2021-08-23,2021-08-27,Same Day,CU-76368,Organic,"67710,Chicago",FUR-CH-3042606,1,0.29,356.16,420.81
US-2021-000127,2023-01-19,2023-01-21,Standard Class,CU-57277,Organic,"41060,Houston",OFF-ST-7730015,9,0.49,454.25,401.14
US-2021-000128,2021-03-30,2021-04-03,First Class,CU-39968,Organic,"64678,San Antonio",OFF-AR-8572315,7,0.2,604.8,260.37
US-2021-000129,2022-10-27,2022-10-31,First Class,CU-20381,Organic,"30294,Houston",FUR-BO-4027206,1,0.23,548.45,457.29
US-2021-000130,2022-04-07,2022-04-11,First Class,CU-47752,Organic,"17485,Phoenix",OFF-SU-1815481,3,0.31,908.14,397.65
US-2021-000131,2022-05-19,2022-05-21,Second Class,CU-74908,Organic,"81530,Houston",TEC-PH-4942809,7,0.4,85.67,107.69
US-2021-000132,2021-06-09,2021-06-10,Second Class,CU-79032,Organic,"78972,San Jose",FUR-TA-3846816,1,0.18,545.55,412.45
US-2021-000133,2023-04-22,2023-04-28,First Class,CU-82527,Organic,"69493,Dallas",OFF-AR-6448577,5,0.25,241.1,458.67
US-2021-000134,2021-09-12,2021-09-17,Second Class,CU-96924,Organic,"78989,San Antonio",TEC-MA-2304770,8,0.17,1165.49,218.75
US-2021-000135,2021-04-28,2021-04-30,First Class,CU-75921,Organic,"95071,Dallas",FUR-BO-1355039,5,0.45,320.49,-86.86
US-2021-000136,2023-03-29,2023-04-03,Standard Class,CU-64437,Organic,"86463,San Jose",FUR-FU-6642915,6,0.16,1569.19,-45.84
US-2021-000137,2021-09-14,2021-09-19,Second Class,CU-32880,Organic,"93652,San Jose",OFF-SU-7270095,9,0.03,560.14,264.92
US-2021-000138,2022-05-26,2022-06-01,Second Class,CU-36833,Organic,"52454,San Antonio",FUR-TA-8223632,9,0.06,791.26,-94.22
US-2021-000139,2021-11-19,2021-11-25,First Class,CU-64981,Organic,"37276,Houston",TEC-CO-2172941,5,0.27,1886.29,374.26
US-2021-000140,2022-04-10,2022-04-15,Same Day,CU-45854,Organic,"98793,San Antonio",OFF-BI-4859236,8,0.35,1699.06,240.49
US-2021-000141,2022-12-29,2023-01-03,Standard Class,CU-21453,Organic,"72349,Philadelphia",FUR-BO-9653152,7,0.03,1337.67,95.68
US-2021-000142,2022-07-21,2022-07-27,Same Day,CU-76006,Organic,"56634,Chicago",TEC-CO-1311140,9,0.07,64.02,266.37
US-2021-000143,2021-01-06,2021-01-09,Standard Class,CU-78832,Organic,"66810,San Antonio",OFF-SU-1685304,10,0.01,1833.65,283.54
US-2021-000144,2021-01-07,2021-01-08,Second Class,CU-26611,Organic,"43648,Houston",TEC-MA-6410862,5,0.08,1705.97,434.48
US-2021-000145,2023-09-01,2023-09-07,Same Day,CU-76531,Organic,"39476,Dallas",TEC-AC-6206668,10,0.09,1191.93,-59.09
US-2021-000146,2021-09-14,2021-09-19,First Class,CU-65484,Organic,"53577,Chicago",FUR-TA-5951816,7,0.02,100.89,310.59
US-2021-000147,2022-07-24,2022-07-30,Standard Class,CU-28075,Organic,"76002,San Antonio",TEC-CO-1712294,9,0.5,1047.31,158.25
US-2021-000148,2023-06-23,2023-06-25,Standard Class,CU-36259,Organic,"37139,New York",OFF-BI-3659531,4,0.13,1769.36,-2.97
US-2021-000149,2022-01-08,2022-01-09,Second Class,CU-48818,Organic,"32038,New York",OFF-FA-3496042,9,0.16,265.84,294.43
US-2021-000150,2023-10-25,2023-10-30,Second Class,CU-36241,Organic,"28164,Chicago",FUR-CH-2198222,5,0.46,654.94,219.02
US-2021-000151,2023-12-31,2024-01-04,Same Day,CU-73712,Organic,"19790,Philadelphia",OFF-FA-5354857,7,0.25,663.21,-13.16
US-2021-000152,2022-04-21,2022-04-23,Standard Class,CU-14405,Organic,"46408,San Jose",OFF-ST-5473812,3,0.33,1955.52,136.69
US-2021-000153,2022-07-20,2022-07-25,First Class,CU-70322,Organic,"96387,San Diego",TEC-AC-3463660,5,0.21,91.28,91.47
US-2021-000154,2023-09-25,2023-09-29,Standard Class,CU-33701,Organic,"73437,Dallas",TEC-AC-9212643,2,0.16,1361.52,489.86
US-2021-000155,2022-09-07,2022-09-12,Standard Class,CU-54493,Organic,"85453,Houston",TEC-CO-5148035,3,0.39,1488.45,460.65
US-2021-000156,2023-05-01,2023-05-02,First Class,CU-21113,Organic,"39746,Los Angeles",TEC-CO-7064292,8,0.5,1756.84,32.5
US-2021-000157,2023-01-12,2023-01-17,Second Class,CU-77185,Organic,"48606,San Antonio",FUR-TA-8241745,1,0.34,1666.59,449.46
US-2021-000158,2023-05-08,2023-05-12,Same Day,CU-48681,Organic,"98600,Chicago",FUR-TA-4132580,5,0.39,1166.97,231.78
US-2021-000159,2023-04-04,2023-04-06,Standard Class,CU-44158,Organic,"19174,San Antonio",OFF-FA-8546023,1,0.13,113.06,110.98
US-2021-000160,2023-07-01,2023-07-02,Standard Class,CU-80885,Organic,"66977,Chicago",OFF-BI-8159262,6,0.47,273.83,-96.2
US-2021-000161,2023-09-27,2023-10-02,Same Day,CU-67350,Organic,"46770,San Diego",TEC-PH-4266053,4,0.35,1578.19,107.18
US-2021-000162,2023-06-30,2023-07-01,Second Class,CU-55559,Organic,"82331,Philadelphia",TEC-PH-1405856,5,0.41,1253.02,156.16
US-2021-000163,2022-10-18,2022-10-25,Second Class,CU-66634,Organic,"49323,Houston",FUR-CH-8572356,2,0.24,1754.75,444.49
US-2021-000164,2022-08-24,2022-08-28,First Class,CU-52944,Organic,"46988,San Diego",OFF-ST-8171521,6,0.1,1346.82,265.57
US-2021-000165,2021-02-04,2021-02-08,Standard Class,CU-77793,Organic,"88911,Philadelphia",FUR-CH-8263499,4,0.44,1794.08,329.7
US-2021-000166,2023-07-14,2023-07-18,Second Class,CU-85070,Organic,"33940,Philadelphia",OFF-BI-4704780,3,0.45,1172.88,353.99
US-2021-000167,2022-06-30,2022-07-02,Second Class,CU-87961,Organic,"39439,Los Angeles",TEC-CO-1976228,4,0.33,1422.17,1.29
US-2021-000168,2021-05-12,2021-05-13,Same Day,CU-68653,Organic,"49311,Chicago",FUR-CH-8893313,2,0.44,256.55,312.32
US-2021-000169,2023-04-20,2023-04-27,Second Class,CU-50018,Organic,"16699,Los Angeles",FUR-CH-3194069,5,0.11,1109.95,-66.42
US-2021-000170,2021-07-17,2021-07-24,First Class,CU-26962,Organic,"33625,Philadelphia",OFF-SU-4645635,8,0.08,525.42,57.83
US-2021-000171,2023-10-07,2023-10-12,Same Day,CU-91886,Organic,"18390,San Jose",OFF-AR-6890872,8,0.43,358.88,235.81
US-2021-000172,2022-05-08,2022-05-10,Second Class,CU-72027,Organic,"61529,San Antonio",OFF-FA-5497784,4,0.05,743.44,296.82
US-2021-000173,2023-05-25,2023-05-30,Standard Class,CU-52073,Organic,"11816,Chicago",TEC-MA-7055618,7,0.15,1366.27,262.95
US-2021-000174,2023-05-10,2023-05-12,Second Class,CU-11161,Organic,"36468,New York",OFF-PA-2255012,3,0.4,1229.04,399.54
US-2021-000175,2023-12-27,2023-12-29,Second Class,CU-81443,Organic,"18519,Los Angeles",TEC-MA-8341538,5,0.4,1975.17,262.88
US-2021-000176,2023-07-03,2023-07-07,Second Class,CU-80845,Organic,"58179,Houston",FUR-CH-7223140,2,0.05,1320.81,365.64
US-2021-000177,2023-05-11,2023-05-17,Same Day,CU-26189,Organic,"91330,San Jose",FUR-CH-8368282,2,0.23,1548.9,380.51
US-2021-000178,2023-07-27,2023-07-28,Standard Class,CU-59749,Organic,"50624,Philadelphia",OFF-ST-6569929,8,0.4,1159.98,-14.13
US-2021-000179,2021-09-20,2021-09-22,First Class,CU-59219,Organic,"12137,Chicago",OFF-ST-3271573,5,0.12,1831.19,107.01
US-2021-000180,2023-04-09,2023-04-14,Standard Class,CU-79185,Organic,"11022,San Diego",TEC-PH-5654004,1,0.48,519.93,147.62
US-2021-000181,2022-08-27,2022-09-03,Second Class,CU-34154,Organic,"72924,San Jose",OFF-SU-6426206,6,0.4,1658.13,374.0
US-2021-000182,2021-03-10,2021-03-15,First Class,CU-87441,Organic,"99381,San Jose",TEC-PH-6452936,4,0.13,1327.04,-41.34
US-2021-000183,2022-04-23,2022-04-25,Standard Class,CU-32183,Organic,"25405,Houston",OFF-SU-7543244,9,0.25,174.77,338.52
US-2021-000184,2022-03-07,2022-03-14,First Class,CU-80793,Organic,"82720,Houston",FUR-FU-7176863,7,0.29,1682.08,-87.44
US-2021-000185,2022-05-07,2022-05-09,Same Day,CU-99438,Organic,"77588,Chicago",FUR-TA-5644183,9,0.28,1860.91,-50.36
US-2021-000186,2022-10-11,2022-10-17,Same Day,CU-38684,Organic,"37815,Philadelphia",OFF-FA-4904663,4,0.35,1272.36,268.24
US-2021-000187,2021-10-03,2021-10-04,First Class,CU-92416,Organic,"24132,Los Angeles",FUR-BO-2965596,3,0.18,1330.07,288.4
US-2021-000188,2021-10-25,2021-10-29,Same Day,CU-68415,Organic,"58934,New York",OFF-FA-4968747,9,0.48,232.15,-0.27
US-2021-000189,2022-10-30,2022-10-31,Same Day,CU-18150,Organic,"97576,Philadelphia",OFF-FA-7307520,6,0.21,1102.14,175.6
US-2021-000190,2021-01-12,2021-01-17,Second Class,CU-54453,Organic,"92293,San Antonio",TEC-AC-2758191,3,0.25,1714.33,322.07
US-2021-000191,2021-05-22,2021-05-25,Standard Class,CU-19544,Organic,"32125,Dallas",OFF-PA-7838371,9,0.01,678.34,273.25
