Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Sales Rep,Location ID,Product ID,Quantity,Discount,Sales,Profit
CA-2016-113621,01-Dec-16,05-Dec-16,Standard Class,JE-15745,Organic,"20852,Rockville","TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker",3,0,179.97,44.99
CA-2017-110380,02-Sep-17,07-Sep-17,Standard Class,PF-19225,Organic,"94122,San Francisco","OFF-AR-10000422,Pencil and Crayon Sharpener",3,0,6.57,1.77
CA-2015-101707,27-Aug-15,01-Sep-15,Standard Class,PF-19165,Organic,"92105,San Diego","OFF-SU-10001218,Fiskars Softgrip Scissors",3,0,32.94,9.22
US-2017-126179,03-Jul-17,07-Jul-17,Standard Class,CS-12460,Organic,"31907,Columbus","TEC-PH-10001557,Pyle PMP37LED",3,0,287.97,77.75
CA-2016-142762,23-May-16,27-May-16,Standard Class,LD-17005,Organic,"94109,San Francisco","FUR-FU-10003691,Eldon Image Series Desk Accessories, Ebony",3,0,37.05,16.3
US-2017-123281,02-Apr-17,07-Apr-17,Standard Class,JF-15190,Organic,"90008,Los Angeles","FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps",3,0,25.11,6.53
CA-2015-131758,28-May-15,01-Jun-15,Standard Class,KB-16315,Organic,"11520,Freeport","OFF-AR-10000411,Boston 16701 Slimline Battery Pencil Sharpener",3,0,47.82,14.35
CA-2017-136672,07-Mar-17,12-Mar-17,Standard Class,MG-17890,Organic,"20735,Clinton","TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo",3,0,49.08,4.91
US-2016-108455,02-Dec-16,08-Dec-16,Standard Class,MK-18160,Organic,"94122,San Francisco","OFF-ST-10002214,X-Rack File for Hanging Folders",3,0,33.87,8.81
CA-2015-157084,19-Dec-15,24-Dec-15,Standard Class,JG-15160,Organic,"90049,Los Angeles","TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System",3,0,"1,265.85",556.97
CA-2016-157266,26-May-16,01-Jun-16,Standard Class,TB-21280,Organic,"20016,Washington","OFF-PA-10002689,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)",3,0,19.44,9.33
CA-2016-157266,26-May-16,01-Jun-16,Standard Class,TB-21280,Organic,"20016,Washington","FUR-FU-10000629,9-3/4 Diameter Round Wall Clock",3,0,41.37,17.38
CA-2016-122728,18-May-16,24-May-16,Standard Class,EB-13930,Organic,"94110,San Francisco","OFF-ST-10000604,Home/Office Personal File Carts",3,0,104.28,26.07
CA-2016-122728,18-May-16,24-May-16,Standard Class,EB-13930,Organic,"94110,San Francisco","OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)",3,0,17.94,8.79
CA-2016-124667,11-Nov-16,16-Nov-16,Standard Class,BD-11770,Organic,"10011,New York City","TEC-AC-10003447,Micropad Numeric Keypads",3,0,59.97,14.99
US-2017-113852,29-Jul-17,02-Aug-17,Standard Class,GW-14605,Organic,"98115,Seattle","TEC-AC-10003027,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive",3,0,90.57,11.77
CA-2017-165841,21-Dec-17,28-Dec-17,Standard Class,DB-13210,Organic,"7501,Paterson","TEC-PH-10002103,Jabra SPEAK 410",3,0,281.97,78.95
CA-2017-165841,21-Dec-17,28-Dec-17,Standard Class,DB-13210,Organic,"7501,Paterson","OFF-PA-10001144,Xerox 1913",3,0,166.44,79.89
CA-2015-127509,09-Nov-15,13-Nov-15,Standard Class,AS-10090,Organic,"65807,Springfield","OFF-BI-10002393,Binder Posts",3,0,17.22,7.92
CA-2015-127509,09-Nov-15,13-Nov-15,Standard Class,AS-10090,Organic,"65807,Springfield","OFF-EN-10000781,#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",3,0,26.22,12.32
CA-2015-127509,09-Nov-15,13-Nov-15,Standard Class,AS-10090,Organic,"65807,Springfield","OFF-PA-10002160,Xerox 1978",3,0,17.34,8.5
CA-2017-162481,25-Sep-17,29-Sep-17,Standard Class,CT-11995,Organic,"55901,Rochester","FUR-CH-10003061,Global Leather Task Chair, Black",3,0,269.97,51.29
CA-2016-136434,01-Dec-16,07-Dec-16,Standard Class,RD-19480,Organic,"47374,Richmond","FUR-FU-10001196,DAX Cubicle Frames - 8x10",3,0,17.31,5.19
CA-2014-131051,01-Dec-14,05-Dec-14,Standard Class,TR-21325,Organic,"94122,San Francisco","FUR-FU-10001861,Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",3,0,58.2,28.52
CA-2016-140501,23-Jun-16,28-Jun-16,Standard Class,IM-15070,Organic,"10009,New York City","OFF-PA-10003129,Tops White Computer Printout Paper",3,0,146.73,68.96
CA-2017-166142,15-Jul-17,19-Jul-17,Standard Class,MM-17260,Organic,"19805,Wilmington","OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs",3,0,26.55,13.01
CA-2015-156524,20-Nov-15,26-Nov-15,Standard Class,DL-12865,Organic,"10011,New York City","OFF-PA-10003883,Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",3,0,19.65,9.04
CA-2015-123505,22-Nov-15,26-Nov-15,Standard Class,AR-10540,Organic,"2169,Quincy","OFF-PA-10002586,Xerox 1970",3,0,14.94,7.02
CA-2016-128818,07-May-16,11-May-16,Standard Class,CJ-12010,Organic,"10009,New York City","OFF-LA-10003923,Alphabetical Labels for Top Tab Filing",3,0,44.4,22.2
CA-2016-118913,25-Jun-16,29-Jun-16,Standard Class,AS-10240,Organic,"90049,Los Angeles","OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector",3,0,60.81,17.03
CA-2016-128412,10-Dec-16,17-Dec-16,Standard Class,AP-10915,Organic,"98105,Seattle","OFF-AP-10002082,Holmes HEPA Air Purifier",3,0,65.34,22.87
CA-2016-128412,10-Dec-16,17-Dec-16,Standard Class,AP-10915,Organic,"98105,Seattle","OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers",3,0,35.1,12.29
CA-2014-163013,28-Nov-14,04-Dec-14,Standard Class,BF-11080,Organic,"36116,Montgomery","OFF-AR-10001954,Newell 331",3,0,14.67,3.96
CA-2014-162362,14-Nov-14,18-Nov-14,Standard Class,JL-15505,Organic,"48640,Midland","OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders",3,0,12.72,6.36
CA-2017-119669,24-Jan-17,30-Jan-17,Standard Class,TP-21130,Organic,"30080,Smyrna","OFF-FA-10000053,Revere Boxed Rubber Bands by Revere",3,0,5.67,0.11
CA-2014-145212,13-Sep-14,19-Sep-14,Standard Class,DC-12850,Organic,"10011,New York City","OFF-AR-10002833,Newell 322",3,0,5.46,1.47
CA-2015-168186,10-Sep-15,15-Sep-15,Standard Class,AB-10150,Organic,"74133,Tulsa","OFF-PA-10000477,Xerox 1952",3,0,14.94,7.02
CA-2017-108441,12-Jun-17,18-Jun-17,Standard Class,SB-20170,Organic,"10035,New York City","OFF-AR-10004691,Boston 1730 StandUp Electric Pencil Sharpener",3,0,64.14,16.68
CA-2016-150343,16-Aug-16,20-Aug-16,Standard Class,PK-19075,Organic,"94110,San Francisco","OFF-EN-10004030,Convenience Packs of Business Envelopes",3,0,10.86,5.1
CA-2014-143413,24-May-14,30-May-14,Standard Class,RP-19390,Organic,"21215,Baltimore","OFF-PA-10002319,Xerox 1944",3,0,116.28,56.98
CA-2014-100006,07-Sep-14,13-Sep-14,Standard Class,DK-13375,Organic,"10024,New York City","TEC-PH-10002075,AT&T EL51110 DECT",3,0,377.97,109.61
CA-2017-104801,13-Feb-17,19-Feb-17,Standard Class,FH-14350,Organic,"98105,Seattle","OFF-AR-10001547,Newell 311",3,0,6.63,1.79
CA-2015-115798,13-Nov-15,19-Nov-15,Standard Class,KL-16645,Organic,"19711,Newark","TEC-PH-10003691,BlackBerry Q10",3,0,377.97,94.49
CA-2015-115798,13-Nov-15,19-Nov-15,Standard Class,KL-16645,Organic,"19711,Newark","FUR-BO-10004467,Bestar Classic Bookcase",3,0,299.97,56.99
CA-2015-155306,17-Apr-15,21-Apr-15,Standard Class,GA-14515,Organic,"94122,San Francisco","TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System",3,0,323.37,129.35
CA-2016-131576,22-Nov-16,26-Nov-16,Standard Class,RD-19585,Organic,"48205,Detroit","OFF-BI-10002852,Ibico Standard Transparent Covers",3,0,49.44,24.23
CA-2016-144729,21-Oct-16,25-Oct-16,Standard Class,JE-15745,Organic,"92037,San Diego","OFF-ST-10004804,Belkin 19"" Vented Equipment Shelf, Black",3,0,154.44,1.54
CA-2017-143329,03-Nov-17,08-Nov-17,Standard Class,DL-13330,Organic,"88001,Las Cruces","FUR-FU-10000629,9-3/4 Diameter Round Wall Clock",3,0,41.37,17.38
CA-2015-159380,12-May-15,16-May-15,Standard Class,CS-12505,Organic,"94122,San Francisco","OFF-PA-10003893,Xerox 1962",3,0,12.84,5.78
CA-2017-110842,11-Nov-17,16-Nov-17,Standard Class,GA-14725,Organic,"90036,Los Angeles","OFF-PA-10000520,Xerox 201",3,0,19.44,9.33
CA-2017-138975,19-May-17,23-May-17,Standard Class,SC-20380,Organic,"30318,Atlanta","TEC-PH-10004389,Nokia Lumia 925",3,0,377.97,98.27
CA-2017-121615,03-Nov-17,09-Nov-17,Standard Class,DL-12925,Organic,"55122,Eagan","OFF-LA-10001771,Avery 513",3,0,14.94,6.87
CA-2017-166415,19-Feb-17,23-Feb-17,Standard Class,ME-17725,Organic,"98103,Seattle","OFF-FA-10004968,Rubber Band Ball",3,0,11.22,0.22
CA-2017-158106,04-Jun-17,10-Jun-17,Standard Class,CT-11995,Organic,"55124,Apple Valley","OFF-AR-10002255,Newell 346",3,0,8.64,2.51
CA-2015-123568,08-Nov-15,14-Nov-15,Standard Class,SC-20095,Organic,"84084,West Jordan","OFF-FA-10002701,Alliance Rubber Bands",3,0,5.04,0.2
CA-2015-123568,08-Nov-15,14-Nov-15,Standard Class,SC-20095,Organic,"84084,West Jordan","OFF-PA-10001125,Xerox 1988",3,0,92.94,41.82
CA-2015-123568,08-Nov-15,14-Nov-15,Standard Class,SC-20095,Organic,"84084,West Jordan","FUR-FU-10004090,Executive Impressions 14"" Contract Wall Clock",3,0,66.69,22.01
CA-2015-164441,08-Nov-15,13-Nov-15,Standard Class,AC-10450,Organic,"10011,New York City","OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)",3,0,17.94,8.07
CA-2016-112123,03-Mar-16,08-Mar-16,Standard Class,BH-11710,Organic,"19711,Newark","OFF-PA-10001977,Xerox 194",3,0,166.44,79.89
CA-2016-121671,17-Jul-16,22-Jul-16,Standard Class,AA-10480,Organic,"65807,Springfield","OFF-PA-10001471,Strathmore Photo Frame Cards",3,0,21.93,10.09
CA-2016-121671,17-Jul-16,22-Jul-16,Standard Class,AA-10480,Organic,"65807,Springfield","OFF-ST-10002344,Carina 42""Hx23 3/4""W Media Storage Unit",3,0,242.94,4.86
US-2014-109036,20-Dec-14,25-Dec-14,Standard Class,KH-16510,Organic,"98103,Seattle","OFF-LA-10002043,Avery 489",3,0,31.05,14.9
CA-2014-153969,21-Sep-14,25-Sep-14,Standard Class,HF-14995,Organic,"94109,San Francisco","OFF-AR-10001615,Newell 34",3,0,59.52,15.48
CA-2014-153969,21-Sep-14,25-Sep-14,Standard Class,HF-14995,Organic,"94109,San Francisco","OFF-PA-10002246,Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",3,0,19.35,9.48
CA-2016-169026,08-Aug-16,13-Aug-16,Standard Class,CM-12655,Organic,"39212,Jackson","OFF-FA-10001883,Alliance Super-Size Bands, Assorted Sizes",3,0,23.34,0.23
CA-2014-114433,13-May-14,17-May-14,Standard Class,NP-18325,Organic,"94601,Oakland","TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset",3,0,149.97,52.49
CA-2017-150525,20-Feb-17,25-Feb-17,Standard Class,JP-16135,Organic,"74403,Muskogee","OFF-AP-10000595,Disposable Triple-Filter Dust Bags",3,0,13.11,3.41
CA-2014-106264,26-Dec-14,30-Dec-14,Standard Class,CK-12595,Organic,"92024,San Diego","OFF-SU-10002189,Acme Rosewood Handle Letter Opener",3,0,11.91,0.12
CA-2015-165057,11-Sep-15,15-Sep-15,Standard Class,SC-20725,Organic,"92374,Redlands","OFF-LA-10003190,Avery 474",3,0,8.64,4.23
CA-2015-120810,23-Jul-15,27-Jul-15,Standard Class,TH-21550,Organic,"10009,New York City","OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge",3,0,68.94,20.68
CA-2015-120810,23-Jul-15,27-Jul-15,Standard Class,TH-21550,Organic,"10009,New York City","FUR-FU-10002253,Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",3,0,128.82,50.24
CA-2016-147536,26-Dec-16,31-Dec-16,Standard Class,AR-10510,Organic,"10024,New York City","TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard",3,0,89.97,18.89
CA-2015-139962,13-Dec-15,20-Dec-15,Standard Class,Dp-13240,Organic,"2151,Revere","OFF-PA-10004451,Xerox 222",3,0,19.44,9.33
CA-2015-161718,04-Dec-15,10-Dec-15,Standard Class,SO-20335,Organic,"11550,Hempstead","FUR-FU-10002445,DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",3,0,28.44,11.38
CA-2016-108616,29-Sep-16,03-Oct-16,Standard Class,JK-15730,Organic,"36608,Mobile","TEC-AC-10000420,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning",3,0,209.97,71.39
CA-2016-108616,29-Sep-16,03-Oct-16,Standard Class,JK-15730,Organic,"36608,Mobile","OFF-BI-10001989,Premium Transparent Presentation Covers by GBC",3,0,62.94,30.21
CA-2016-168536,20-Dec-16,24-Dec-16,Standard Class,SC-20800,Organic,"39212,Jackson","TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",3,0,66.3,8.62
CA-2017-103877,07-Sep-17,14-Sep-17,Standard Class,RD-19660,Organic,"64055,Independence","OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine",3,0,"1,577.94",757.41
CA-2015-132626,09-Jul-15,14-Jul-15,Standard Class,BT-11680,Organic,"20735,Clinton","TEC-MA-10002428,Fellowes Powershred HS-440 4-Sheet High Security Shredder",3,0,464.97,209.24
CA-2015-132626,09-Jul-15,14-Jul-15,Standard Class,BT-11680,Organic,"20735,Clinton","OFF-LA-10000476,Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",3,0,12.39,5.7
CA-2015-132626,09-Jul-15,14-Jul-15,Standard Class,BT-11680,Organic,"20735,Clinton","OFF-BI-10002854,Performers Binder/Pad Holder, Black",3,0,84.09,42.05
CA-2016-102792,13-Dec-16,19-Dec-16,Standard Class,JC-15340,Organic,"92503,Riverside","OFF-AR-10004757,Crayola Colored Pencils",3,0,9.84,3.25
CA-2016-165169,05-Jun-16,11-Jun-16,Standard Class,JL-15235,Organic,"19711,Newark","OFF-LA-10000407,Avery White Multi-Purpose Labels",3,0,14.94,6.87
CA-2015-163762,27-Nov-15,01-Dec-15,Standard Class,JE-15475,Organic,"10024,New York City","OFF-AR-10001915,Peel-Off China Markers",3,0,29.79,12.51
CA-2015-102582,15-Sep-15,19-Sep-15,Standard Class,NW-18400,Organic,"36608,Mobile","TEC-PH-10003187,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger",3,0,59.97,0
US-2015-111927,14-Nov-15,19-Nov-15,Standard Class,LS-17230,Organic,"19901,Dover","FUR-FU-10004017,Executive Impressions 13"" Chairman Wall Clock",3,0,76.14,26.65
CA-2014-126760,26-Jul-14,02-Aug-14,Standard Class,KM-16720,Organic,"89031,North Las Vegas","TEC-AC-10004814,Logitech Illuminated Ultrathin Keyboard with Backlighting",3,0,170.97,70.1
CA-2014-100895,02-Jun-14,06-Jun-14,Standard Class,SV-20785,Organic,"30076,Roswell","TEC-PH-10001425,Mophie Juice Pack Helium for iPhone",3,0,239.97,67.19
CA-2014-103940,17-Sep-14,21-Sep-14,Standard Class,BN-11515,Organic,"98103,Seattle","OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black",3,0,57.93,16.22
CA-2016-114951,26-Jun-16,03-Jul-16,Standard Class,DN-13690,Organic,"94109,San Francisco","FUR-FU-10002364,Eldon Expressions Wood Desk Accessories, Oak",3,0,22.14,6.42
CA-2017-101308,02-Oct-17,07-Oct-17,Standard Class,FG-14260,Organic,"98105,Seattle","OFF-FA-10002780,Staples",3,0,8.94,4.11
CA-2017-119564,15-Dec-17,20-Dec-17,Standard Class,PL-18925,Organic,"98115,Seattle","FUR-FU-10003096,Master Giant Foot Doorstop, Safety Yellow",3,0,22.77,9.79
CA-2015-105627,08-Mar-15,12-Mar-15,Standard Class,DK-12895,Organic,"53142,Kenosha","FUR-BO-10002916,Rush Hierlooms Collection 1"" Thick Stackable Bookcases",3,0,512.94,97.46
CA-2015-165624,23-Aug-15,28-Aug-15,Standard Class,FH-14350,Organic,"30318,Atlanta","OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator",3,0,542.94,152.02
CA-2015-165624,23-Aug-15,28-Aug-15,Standard Class,FH-14350,Organic,"30318,Atlanta","OFF-LA-10003190,Avery 474",3,0,8.64,4.23
CA-2015-165624,23-Aug-15,28-Aug-15,Standard Class,FH-14350,Organic,"30318,Atlanta","OFF-AP-10001492,Acco Six-Outlet Power Strip, 4' Cord Length",3,0,25.86,6.72
CA-2017-124296,24-Dec-17,28-Dec-17,Standard Class,CS-12355,Organic,"70506,Lafayette","TEC-MA-10003183,DYMO CardScan Personal V9 Business Card Scanner",3,0,479.97,239.99
CA-2015-102491,24-Aug-15,28-Aug-15,Standard Class,KW-16435,Organic,"41042,Florence","TEC-PH-10001619,LG G3",3,0,587.97,170.51
CA-2015-153416,24-Nov-15,29-Nov-15,Standard Class,TS-21340,Organic,"90036,Los Angeles","OFF-PA-10002005,Xerox 225",3,0,19.44,9.33
CA-2014-128839,08-Sep-14,13-Sep-14,Standard Class,TT-21070,Organic,"23320,Chesapeake","TEC-MA-10000029,Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",3,0,209.97,90.29
CA-2016-136287,13-Jun-16,17-Jun-16,Standard Class,SS-20590,Organic,"67212,Wichita","OFF-LA-10003148,Avery 51",3,0,18.9,8.69
CA-2017-112725,30-Jan-17,06-Feb-17,Standard Class,EH-14125,Organic,"94110,San Francisco","OFF-AR-10001227,Newell 338",3,0,8.82,2.38
CA-2015-136196,28-Nov-15,04-Dec-15,Standard Class,TP-21415,Organic,"11520,Freeport","FUR-FU-10004017,Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",3,0,322.59,64.52
US-2016-164588,16-Apr-16,23-Apr-16,Standard Class,AP-10915,Organic,"31907,Columbus","OFF-AR-10003056,Newell 341",3,0,12.84,3.72
CA-2017-115546,14-May-17,18-May-17,Standard Class,AH-10465,Organic,"10035,New York City","TEC-PH-10002834,Google Nexus 5",3,0,539.97,134.99
CA-2015-163587,14-Mar-15,18-Mar-15,Standard Class,EP-13915,Organic,"3820,Dover","OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine",3,0,671.94,315.81
US-2017-136868,06-Oct-17,12-Oct-17,Standard Class,CR-12820,Organic,"10035,New York City","OFF-PA-10002377,Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",3,0,17.04,7.67
US-2017-136868,06-Oct-17,12-Oct-17,Standard Class,CR-12820,Organic,"10035,New York City","OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.",3,0,344.91,10.35
CA-2017-166709,17-Nov-17,22-Nov-17,Standard Class,HL-15040,Organic,"19711,Newark","TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier",3,0,"10,499.97",5039.99
